CustomerIndex,ActualChurn,ChurnProbability,PredictedChurn
1226,0,0.46440957601865884,0
4299,1,0.888106546345804,1
2221,0,0.2932680006897025,0
4620,1,0.8793817481346078,1
2620,0,0.5008760262230428,1
4069,0,0.1991902785355774,0
1228,1,0.6599746024413329,1
1160,0,0.17888815634761734,0
3169,1,0.5373708722676518,1
1377,0,0.014376371863053506,0
2295,0,0.806864078585924,1
4618,0,0.6081717092299072,1
2453,0,0.014370767685814707,0
1181,0,0.4495452921139724,0
2511,0,0.14929814540866337,0
3435,1,0.6611540410742252,1
2417,1,0.9144714786014707,1
177,1,0.6585374861975635,1
1388,1,0.2865564893589405,0
2092,1,0.324708296351689,0
319,0,0.9231355619969935,1
1526,0,0.04199519230769231,0
1478,0,0.42939107503097285,0
1627,0,0.30480619952751625,0
2623,0,0.7399137462589377,1
4367,0,0.5040448454622662,1
4006,1,0.4562422764545034,0
3600,0,0.25024990758480814,0
763,1,0.7297468650300742,1
771,0,0.07419375451623657,0
4213,1,0.415584004383957,0
4269,1,0.5757018488904534,1
4701,0,0.04080307905182863,0
2852,0,0.22426290509514402,0
1429,0,0.00016528925619834712,0
4130,1,0.6980244248617768,1
2439,0,0.6888677101828031,1
2982,0,0.1450542545066238,0
3719,0,0.13240192211048274,0
1706,0,0.13111329261890758,0
805,0,0.28742408148731385,0
3733,0,0.046599993609705986,0
1599,0,0.7247584736303984,1
4777,1,0.8322825310046713,1
588,0,0.09388567991320931,0
1730,1,0.9388682131694992,1
3502,1,0.8312397886968174,1
1057,0,0.4382938847261195,0
4237,1,0.5487151111904719,1
3194,0,0.24506674734023737,0
4549,0,0.15107565025696426,0
2432,0,0.7107950867691865,1
661,1,0.8533528636345978,1
3755,0,0.658429350654434,1
829,1,0.5346840305872125,1
3378,1,0.6549151118046165,1
290,0,0.16537881029065185,0
791,0,0.12603844272840772,0
3969,0,0.08689718043470018,0
1550,1,0.7254140913124614,1
4131,0,0.2206867399806039,0
940,0,0.12601349005279525,0
2759,1,0.8215398794845374,1
927,0,0.1914850411123521,0
163,0,0.1257597226478798,0
3189,1,0.8337236989611077,1
4320,1,0.8434358651193611,1
4698,1,0.6832077717311017,1
757,0,0.21852451464295872,0
4141,1,0.6129018211652627,1
1575,0,0.5448228446419514,1
1208,0,0.8399074686378952,1
3857,1,0.041742397137745975,0
3826,1,0.9354524415090816,1
4291,0,0.12637763057621526,0
1998,1,0.7530263896626623,1
2812,0,0.44100771932252186,0
562,0,0.22389282876102695,0
4140,0,0.46546993999835456,0
3123,1,0.5612985884448939,1
2217,0,0.7984542854916126,1
2535,0,0.17748339733738255,0
653,0,0.4407921287574223,0
2687,0,0.16221085666430068,0
3972,0,0.12107726672996037,0
4721,0,0.13674692223287482,0
4714,0,0.45234462825062516,0
1129,1,0.5728212409978366,1
3734,0,0.0731039173751835,0
3546,0,0.7990327400294863,1
3812,1,0.389407141250785,0
1308,0,0.05632286040845034,0
3531,1,0.632868162040956,1
223,0,0.31424443382980477,0
892,0,0.5835483217465847,1
2697,0,0.09084094877444292,0
2366,0,0.060177198363503805,0
1758,0,0.10333265065204221,0
251,0,0.17422411596418763,0
3730,0,0.20641536899679633,0
2952,0,0.1037215327878275,0
52,0,0.4510343163504226,0
2105,0,0.1375341671738673,0
3037,0,0.01130915794731584,0
878,0,0.1534444507315414,0
2610,0,0.12885203037786572,0
851,1,0.9167680041995747,1
1030,0,0.2118443130549853,0
3217,1,0.7379838816220305,1
1509,0,0.39561787320201725,0
30,0,0.08537532241310437,0
4753,0,0.5929876396653458,1
2355,0,0.035778932178932174,0
3246,1,0.6939417189470712,1
845,0,0.3142915791168742,0
1105,0,0.14552942188257506,0
187,1,0.623112399693901,1
2666,1,0.2216967913259909,0
3779,0,0.9402371260930038,1
145,0,0.2232271355168959,0
674,0,0.7995234498878883,1
379,0,0.8011924338778571,1
4748,1,0.3976278255764408,0
4128,0,0.15988106237368524,0
3086,0,0.642957190488148,1
3363,0,0.19610450947689873,0
2251,1,0.6135454352625415,1
1284,1,0.6429698096617454,1
680,0,0.044105463690852685,0
4459,0,0.6631152438647813,1
822,0,0.07263507471027594,0
1324,0,0.11624098192912992,0
3746,0,0.28382682582615115,0
3452,0,0.018363408435349695,0
476,1,0.8992952281127156,1
1794,1,0.5487182791464241,1
3320,0,0.11775783126115943,0
3995,0,0.2985319868825956,0
3407,1,0.4110005525819775,0
288,0,0.6580301948441769,1
2117,1,0.6615759767716799,1
1283,0,0.5007609882457557,1
2837,0,0.31207344398532844,0
2054,0,0.6587842202956027,1
2485,1,0.7869695590921473,1
3466,1,0.5774958618930693,1
3122,0,0.404699265717745,0
4361,0,0.5257711188486397,1
3342,1,0.7814883708009381,1
376,0,0.8801806990627148,1
2477,0,0.032490727044806246,0
4690,0,0.030899612473322416,0
4457,1,0.9096290984605655,1
4339,0,0.07420566994997334,0
2750,0,0.27861775942066774,0
435,1,0.2508651043909092,0
1911,0,0.29366970300358797,0
1028,0,0.25170327828637473,0
342,1,0.8971632475261678,1
2311,1,0.696492030363759,1
3532,1,0.7137936187740028,1
4191,0,0.19496381264963084,0
4170,0,0.09663202134307282,0
4768,0,0.6272051014758337,1
1301,0,0.3685898715280935,0
1689,1,0.8944359962885094,1
3662,1,0.42668533501203576,0
3454,0,0.641011679297437,1
3034,0,0.023616902145473576,0
207,1,0.6121330296657138,1
3374,0,0.16038935737649795,0
3803,0,0.09954920267770913,0
930,1,0.721636116601688,1
3232,1,0.42691313809974146,0
1789,1,0.2824856911741093,0
3784,0,0.745623220623135,1
2900,1,0.4335461217099458,0
2906,0,0.2450839676790778,0
2526,0,0.40440722178158006,0
3175,0,0.006675805675805675,0
2564,0,0.8280578701541284,1
701,1,0.852417390418136,1
3878,0,0.2537707034625005,0
413,0,0.38779099434786957,0
1828,0,0.022433807774716864,0
336,0,0.765032539780485,1
2762,1,0.6534162616738444,1
1503,0,0.34658887381811254,0
4562,1,0.838409205272061,1
2135,0,0.5158776788551728,1
4489,1,0.560961275829092,1
3853,1,0.5894796323158268,1
939,0,0.2256302572280987,0
3415,1,0.7076981453498822,1
1803,0,0.6613794591739013,1
3978,0,0.012608437314319668,0
1921,0,0.10374175476933158,0
1326,1,0.7952260886139442,1
1071,0,0.4604857952391641,0
3375,0,0.2370510589239611,0
2342,1,0.8000141597663365,1
2886,1,0.5598666357763029,1
138,0,0.48300065792165603,0
4716,0,0.43415794336994856,0
1051,0,0.15035284604959478,0
2142,0,0.7558893993527462,1
3908,0,0.2866144376215606,0
4150,0,0.3070635833743293,0
2341,0,0.7683291140367864,1
4177,1,0.8427425646332197,1
684,1,0.9047671009136928,1
2027,0,0.2655273423336702,0
2441,1,0.5147905133808585,1
1033,0,0.170977532016372,0
1725,1,0.635700674898692,1
2144,0,0.35024683145213864,0
4369,0,0.014454545454545453,0
4327,1,0.30704535467132293,0
4687,0,0.3172369479880004,0
4693,1,0.5264024198853752,1
2547,1,0.5754213138939275,1
18,1,0.46690580296371004,0
3357,0,0.10989142525905228,0
236,0,0.029503367003367004,0
4694,0,0.22273921681224504,0
4733,1,0.7089534762463725,1
1143,0,0.4986041292638288,0
4420,1,0.12097455120327931,0
3861,1,0.5483406055726224,1
3717,1,0.7583051337605611,1
3182,0,0.4696959814983605,0
2474,0,0.32156002604306894,0
2388,1,0.8345483253418383,1
307,0,0.14601771403149638,0
2621,0,0.5283429586950293,1
424,1,0.18616219226335814,0
1961,1,0.33454413276403316,0
2425,0,0.0713678945750942,0
2290,0,0.9062466429641615,1
62,0,0.2952342995616599,0
3477,0,0.02297674470708615,0
4450,0,0.6844001738904941,1
1425,0,0.8701379970022581,1
971,0,0.7134643301751773,1
3202,0,0.3087931748647714,0
4642,0,0.2934231977427549,0
4514,0,0.010247474747474748,0
2139,1,0.7683366016637337,1
1098,1,0.8490371740206208,1
2645,0,0.4252410825536602,0
4601,0,0.6867392533296404,1
4231,1,0.9256353957218871,1
4480,1,0.710699132511223,1
3973,0,0.006840932282003711,0
4708,0,0.07490455550027153,0
386,1,0.8582141506524631,1
996,0,0.3228072345358797,0
2433,0,0.06857020757020757,0
1195,0,0.25487732989388634,0
908,1,0.8036013685640827,1
3862,1,0.601571879396768,1
563,1,0.3853815774749741,0
2122,1,0.7357504090725034,1
3751,1,0.6415309606805596,1
2043,1,0.5340239094432243,1
4627,0,0.14386083028546662,0
127,0,0.16382071207218313,0
1916,0,0.08887353051187534,0
3343,0,0.1272766766563641,0
2544,1,0.9113495285680924,1
2082,1,0.70868373982006,1
4451,0,0.18250946644630672,0
853,0,0.43037459677261375,0
211,0,0.4543369491258105,0
264,1,0.573694665140221,1
749,0,0.13905818813611948,0
2075,0,0.4699501690077112,0
478,0,0.7004302678916663,1
261,0,0.10639711747484416,0
2770,0,0.6987997062206068,1
590,1,0.8350976935675795,1
2022,1,0.5164015426780529,1
4000,1,0.6440627344314069,1
990,1,0.8807442703860728,1
3617,1,0.6999765851002074,1
4072,0,0.792389141660413,1
1561,0,0.7784364180941448,1
554,1,0.22133837020675262,0
1610,0,0.006289003945533646,0
731,0,0.3995138920161271,0
875,1,0.8546480798999067,1
4258,0,0.0962312005048953,0
4511,0,0.15300059085304096,0
54,0,0.05550790180271817,0
1571,0,0.150242478823334,0
415,1,0.8171413453105957,1
3399,0,0.6639866288050691,1
3340,1,0.7002808339398412,1
2716,0,0.23502748483268618,0
915,0,0.208761135113837,0
962,0,0.11232670559355258,0
2271,0,0.6837040164714516,1
1515,0,0.03354125174533984,0
1892,1,0.7664747695152759,1
275,0,0.21123758508037777,0
1175,0,0.1882330919233193,0
4751,1,0.6973430788013534,1
425,0,0.2486297214281742,0
1244,1,0.8063325162918457,1
2200,0,0.7751034964502443,1
3250,0,0.31753835771550404,0
1215,1,0.9053645440856277,1
2622,1,0.08656720293267943,0
3845,0,0.47971005326854277,0
3485,1,0.38684672896736927,0
3469,0,0.7376642290578915,1
3439,0,0.40547864699285313,0
1077,0,0.26834462940585796,0
1993,0,0.14477948280182393,0
2694,1,0.6171558892507355,1
2381,0,0.17900760422757045,0
4165,0,0.027008989456635223,0
88,1,0.8216822883943342,1
1748,0,0.17892453022785823,0
243,1,0.9037743786978697,1
3623,0,0.18342309572811374,0
4402,1,0.46344717741631875,0
4795,0,0.28993941583084815,0
3215,1,0.7653414030051815,1
1933,0,0.2524011234620995,0
671,0,0.7076071072624087,1
2668,0,0.5713480726875686,1
2059,0,0.13687841515099078,0
558,0,0.013980676328502415,0
1061,1,0.8947955865403304,1
191,0,0.43109517371571066,0
559,0,0.10277233105000799,0
2343,0,0.12893409542113116,0
2670,0,0.08334322028059382,0
105,0,0.4149963101592886,0
235,1,0.2942083572819679,0
2679,0,0.355552450787503,0
1724,0,0.8147878842986542,1
2106,0,0.287837862343052,0
598,0,0.02057983075062706,0
4238,1,0.6275603810862512,1
1540,0,0.37846816196447963,0
3130,1,0.039441412928807894,0
3173,0,0.5382278471144363,1
151,1,0.22703867728280408,0
3184,1,0.6734381493000344,1
3993,0,0.7948809272844904,1
4769,0,0.32529039256996306,0
1700,0,0.4150311546670883,0
2945,0,0.36359616656414573,0
2884,1,0.7540186870791762,1
2932,0,0.12552439787646502,0
610,1,0.7802185620621133,1
1046,1,0.7909763958319654,1
4711,0,0.2222421745261231,0
4715,0,0.1507342376690615,0
1109,1,0.31309312865430694,0
4414,0,0.05391622103386809,0
923,0,0.0066642507442859844,0
912,0,0.052573934837092724,0
4571,0,0.5426138025840781,1
1948,1,0.7622165490101477,1
2825,1,0.7349516433358445,1
32,0,0.02804365625956535,0
1229,0,0.1359633647452889,0
3406,0,0.6704458866010198,1
817,0,0.11296302617156703,0
3223,1,0.7926486342587651,1
3598,0,0.5152668854227536,1
473,0,0.6945939662479863,1
4622,0,0.3310172464756396,0
1741,0,0.6118566740625023,1
3763,0,0.019117499568062774,0
3816,1,0.8902016759776313,1
3208,1,0.636592606779674,1
2062,0,0.7197597131170366,1
636,1,0.7426723968072696,1
2218,1,0.5560497728782486,1
1499,0,0.2295575363349635,0
4616,0,0.0030997380615415955,0
929,1,0.8225110851654749,1
4712,1,0.9223521714535218,1
2883,1,0.5648859549110656,1
4657,0,0.10905025119008047,0
1962,0,0.4334973810658736,0
357,1,0.5245066382520744,1
1553,0,0.004435619165960613,0
3874,0,0.037407166547317426,0
1659,0,0.12205286179199223,0
3881,0,0.27472588697422673,0
3511,0,0.0167501809234332,0
4309,0,0.821715343995644,1
941,1,0.6483007055006508,1
4248,0,0.34933813094606636,0
220,0,0.26985289164819437,0
3238,0,0.548984061900782,1
3289,0,0.7014536180894617,1
3648,1,0.44899102920215206,0
3767,0,0.6246985319808069,1
861,1,0.5009840164172534,1
4444,0,0.04739340989340989,0
4319,0,0.33938078955385215,0
936,0,0.013561372671143719,0
4506,0,0.11026625684299296,0
4581,1,0.779910536611517,1
1656,0,0.8651614838171171,1
3064,0,0.20573674342001766,0
574,1,0.12908369491742439,0
1664,0,0.41300794544099406,0
1702,0,0.24195933920473667,0
2639,0,0.4411474652631993,0
3284,0,0.0581893658906489,0
4600,0,0.4823920338098091,0
2719,1,0.25561514620830744,0
968,0,0.014239122470182435,0
443,0,0.13822650487341093,0
1419,0,0.5110974381474932,1
3262,0,0.4779990011068038,0
4466,1,0.07672798846927589,0
474,1,0.8051718821431798,1
370,1,0.7743492507740389,1
502,0,0.16122801240533796,0
3168,0,0.2929794891451366,0
2223,0,0.25263065860247147,0
221,1,0.17484429748781813,0
4790,0,0.2708055603672991,0
4576,1,0.08246235160188649,0
4564,0,0.04541656399476891,0
2924,0,0.19678578819602918,0
1131,0,0.02688283426173786,0
2741,1,0.6505606475802352,1
4082,1,0.7830620284255755,1
2834,0,0.329801827411321,0
2143,1,0.40116252376311046,0
168,0,0.17428574452559414,0
3786,1,0.8878298413853295,1
1784,0,0.4386907045257733,0
1423,0,0.02868233873971541,0
181,0,0.0010030789175174202,0
4553,0,0.12051847377133416,0
711,0,0.6697283434872839,1
3599,0,0.23865482761851362,0
1348,1,0.4816891276033414,0
174,0,0.16668678414761195,0
4667,1,0.27838934049825836,0
3418,0,0.26451935617549993,0
2766,1,0.32233783571826935,0
1506,0,0.5817298792385224,1
2888,1,0.5317288962075525,1
1170,1,0.7782804968660563,1
2976,1,0.8944359962885094,1
3377,1,0.8182704145734582,1
4737,0,0.8359359552503506,1
4152,0,0.22783174653612157,0
2576,1,0.8919176408050222,1
555,0,0.03408951224214382,0
1218,0,0.361758732228274,0
1696,1,0.7758690643961303,1
4051,0,0.230782574389247,0
4452,0,0.15815310336010507,0
3949,0,0.5343983410710182,1
2989,1,0.7291652898611636,1
270,0,0.3334407821567092,0
3860,0,0.572234177519078,1
2005,0,0.12199355351877271,0
4214,1,0.28268153115862554,0
2804,0,0.07008965068747677,0
1871,1,0.537390590543977,1
953,0,0.5568682769533633,1
3808,0,0.11223040839449511,0
2513,0,0.4892018122657494,0
870,0,0.4246776249882688,0
4770,0,0.6025119780671812,1
2682,0,0.6460068622246519,1
1697,0,0.5309601221129143,1
17,0,0.2880011883190003,0
3805,0,0.5495242921005438,1
659,0,0.680193418317391,1
2737,1,0.6975598727906747,1
1812,0,0.31738504077724733,0
4288,0,0.3651915426903265,0
1708,0,0.3575197717483006,0
2734,1,0.7535147780153154,1
2820,1,0.9148173407718933,1
4355,0,0.43294667029689665,0
1145,0,0.005633477633477634,0
1714,0,0.01677164277164277,0
2228,0,0.36467636930390523,0
1430,0,0.17864786904385832,0
24,0,0.7267641344526099,1
1070,1,0.24265962771149166,0
1253,0,0.005552092697786809,0
4042,1,0.2445240804685222,0
4699,1,0.49981883962872514,0
3027,0,0.04375702075702076,0
2024,0,0.15450128760118192,0
1701,0,0.7055181242385639,1
1323,0,0.02224178551126603,0
129,0,0.2522485071842786,0
1089,0,0.7677815072526163,1
4282,1,0.6670549972632192,1
206,0,0.4399975726349695,0
3091,0,0.47226712974183577,0
3095,0,0.6974519578690211,1
2507,0,0.007760748454528665,0
2031,0,0.2915915619221086,0
950,1,0.6484360834437146,1
1447,0,0.792011687063884,1
2486,1,0.5671774332101208,1
3741,1,0.8124086381396802,1
3116,0,0.4784761319859797,0
1344,1,0.5730909589747489,1
3782,0,0.007514304040217709,0
3257,0,0.47894160230580524,0
3052,0,0.8737814797301133,1
552,0,0.13267174232667928,0
1678,0,0.4592040737967092,0
4628,0,0.6288598299810563,1
1045,0,0.21244842090801982,0
1859,0,0.15295422285425428,0
1703,0,0.8960719019959892,1
4625,1,0.8963584921288402,1
1924,0,0.6908754072164576,1
2492,1,0.3487397748570968,0
2555,0,0.4922148437234282,0
2269,0,0.3735020196909091,0
1920,0,0.10896408294083765,0
4274,0,0.0072499999999999995,0
383,0,0.007826966089466088,0
2946,0,0.7256478065112758,1
2205,0,0.8514769146822782,1
2261,0,0.05523222016079159,0
4766,0,0.6452362257767373,1
3917,0,0.06265176264068446,0
1793,0,0.029961892589016242,0
106,1,0.7104920914453601,1
1799,0,0.2593470340001862,0
402,0,0.051501764773139655,0
4135,0,0.4326647611618103,0
3947,1,0.5284832994907755,1
2587,1,0.45214100387951306,0
3269,0,0.5413816081950548,1
3288,1,0.477314036307851,0
2701,0,0.3527787357719347,0
2091,0,0.10933601414671351,0
2236,0,0.3923119468240297,0
3685,0,0.15066905103112913,0
4057,0,0.4198775561128848,0
296,0,0.382734092021209,0
1999,1,0.7852730054847982,1
346,0,0.2018974658137447,0
2769,1,0.7649267180693906,1
1127,0,0.16680413953166678,0
1296,0,0.1256076665065993,0
4776,1,0.7002961601355494,1
508,1,0.7216153339621928,1
3068,1,0.8217656145624455,1
4529,0,0.2230833085676944,0
2856,0,0.07361883741994461,0
2365,1,0.7024479081928091,1
4054,0,0.39487252502216386,0
4764,1,0.7261225238112032,1
3501,0,0.2186798609776112,0
2066,1,0.45347854209001137,0
4153,0,0.09453301105388393,0
2426,0,0.670889717418712,1
4472,1,0.5490124951630588,1
3704,0,0.00829667644183773,0
3538,0,0.10584330732880698,0
4112,0,0.32799628764779337,0
363,1,0.5591225927779763,1
1942,0,0.5389502038910877,1
3614,0,0.08035455011252805,0
2258,0,0.36901502991356067,0
3707,1,0.5379690926853872,1
2581,0,0.0948665246475768,0
1477,0,0.5574215285287729,1
3213,0,0.009814079617673858,0
1385,1,0.587202291035048,1
4203,1,0.6491538487526666,1
4102,0,0.07983052612041529,0
2310,1,0.3293986871227576,0
1530,1,0.864302096775567,1
1474,1,0.7084571345286935,1
1446,0,0.11143143781061139,0
2727,0,0.5500315642126647,1
1768,0,0.019757294762684875,0
1996,1,0.8820553694677916,1
4463,1,0.8592075067488101,1
1455,0,0.27388598535001835,0
4224,0,0.28245872631248437,0
3666,0,0.2894796546213569,0
3795,1,0.8322049726838538,1
1583,0,0.26025872654797366,0
2505,0,0.1896523367851572,0
2534,0,0.30337832103379747,0
823,1,0.2821082510860761,0
2690,0,0.5156844831367752,1
4611,0,0.02117864639603674,0
3072,1,0.7194110482582624,1
4365,0,0.2837328856710029,0
3681,0,0.03038751147842057,0
3684,0,0.05398805303518119,0
1277,1,0.5304888350563924,1
2521,0,0.23219906648500124,0
1270,0,0.5599744603257524,1
4507,0,0.7597760239132727,1
49,0,0.5428232953085166,1
2270,0,0.09405692180160266,0
4215,0,0.4579109699462276,0
1136,0,0.002329081632653061,0
1266,1,0.9008041618765817,1
2034,0,0.10491040965251948,0
1903,1,0.8934310060960374,1
3297,0,0.3317462555371399,0
1287,0,0.5535456978021017,1
80,1,0.27476059318598517,0
1919,1,0.8688002678188819,1
4008,0,0.06062188717366659,0
1421,0,0.33184200444804646,0
50,0,0.23022943650739192,0
1327,0,0.6136641109573338,1
1692,0,0.08771626212351795,0
3491,0,0.5288504081491263,1
3731,0,0.12323770605726167,0
902,0,0.13758925826258828,0
1259,0,0.0008780552136451557,0
2722,0,0.13287889877673156,0
2510,0,0.20027932495834772,0
3628,0,0.41729476862648873,0
1004,0,0.5613516991596864,1
1691,0,0.27993987958243477,0
2627,1,0.5487520777139673,1
821,0,0.1980196819315684,0
4015,1,0.9001736839429652,1
2662,1,0.2398283385718025,0
2198,0,0.4129636348688803,0
1373,1,0.06463644034932602,0
560,0,0.024637168875040655,0
2389,0,0.36667265851364483,0
1676,1,0.5847090622924791,1
3060,0,0.04577683493987225,0
274,0,0.8291620296391364,1
3783,0,0.11447274493163315,0
1787,0,0.6782542382848219,1
531,0,0.0033167220376522704,0
4300,0,0.336167155606127,0
4174,0,0.701128869312616,1
1360,1,0.7711896380797455,1
530,0,0.260487342612108,0
520,0,0.5938584859891034,1
2664,0,0.3637045212715626,0
4559,0,0.3349428550843783,0
2508,0,0.6122312731392227,1
2454,0,0.29008012589115817,0
3441,1,0.22753075365410408,0
2748,0,0.683276024718889,1
185,0,0.4535108674535002,0
1516,0,0.0866866550146823,0
4811,0,0.5848969052465275,1
650,0,0.32889939873346546,0
2208,0,0.16165349252758218,0
284,0,0.44584619179873886,0
4807,1,0.8982880961682954,1
3455,1,0.7797715398692356,1
1950,1,0.8679880088028138,1
1461,1,0.9125334117177951,1
1652,0,0.15574316310484068,0
4384,0,0.4414699169117515,0
4722,0,0.22168639952201336,0
1573,0,0.15217843607321743,0
951,0,0.6331322513753797,1
4041,0,0.2523860354385555,0
3096,1,0.888106546345804,1
3537,0,0.21937995458274948,0
3601,0,0.1771222813879218,0
2419,0,0.7146090651699822,1
717,0,0.04997286376038567,0
3637,1,0.8666549793042919,1
2816,0,0.05693223659793347,0
4818,0,0.2174754884227753,0
2903,0,0.022498622589531676,0
1747,0,0.10009158420266433,0
4684,0,0.2145959126188625,0
3079,0,0.14859129549292074,0
2308,0,0.6809293436860715,1
4505,0,0.24457289541376617,0
801,0,0.010972269655430786,0
2051,1,0.5053817828505731,1
2431,1,0.23649721104332952,0
2582,0,0.7995977806636939,1
3408,0,0.0007947218803118222,0
3423,1,0.7295199736432812,1
268,1,0.5473341549726691,1
1780,0,0.1966130493979921,0
1101,0,0.4063082904478658,0
4079,0,0.030166524580846833,0
1450,1,0.7814740656677621,1
466,1,0.8300627430963939,1
831,0,0.10520165414257315,0
1156,1,0.726089731075232,1
4031,0,0.2058170658461522,0
3313,1,0.7458586128807064,1
3346,0,0.05177926427394513,0
1255,0,0.3378417524927518,0
3048,1,0.5285794022701271,1
194,1,0.44041230437457757,0
89,0,0.15378643365624853,0
2539,1,0.7077546572070063,1
4232,1,0.7764001206318555,1
1236,0,0.4244168031083862,0
2107,1,0.574149163722,1
889,0,0.004310078040419488,0
3450,0,0.8345322081493214,1
565,1,0.7185439423573571,1
1466,1,0.9325435615708036,1
3271,0,0.07103846153846155,0
1579,0,0.09730806777500618,0
647,1,0.896360451183535,1
2370,0,0.13210922624256763,0
1319,1,0.7186859891757571,1
364,0,0.08024802980013437,0
3793,0,0.4007236976574826,0
2141,0,0.18404102880490344,0
2259,0,0.48394622686411237,0
231,0,0.23493213353575115,0
3260,0,0.07710545499901471,0
3354,1,0.6594951995087196,1
3974,0,0.23110846556120218,0
68,0,0.40811380852941764,0
4011,0,0.11153298202676995,0
3727,0,0.7515801909696063,1
1669,0,0.16168166116765087,0
838,0,0.3133743975573568,0
289,0,0.5837002524027198,1
468,0,0.6561053075479326,1
2276,0,0.6844539961872053,1
4831,0,0.1842326919604191,0
4100,0,0.4484217660952929,0
2869,0,0.5430103140604069,1
3134,0,0.7611282583123666,1
4120,0,0.6671322897287675,1
2861,1,0.7885062974866505,1
2764,0,0.0520511568777015,0
4775,1,0.6940542504291703,1
3894,0,0.1006464414670297,0
4688,0,0.5078477141185125,1
1670,0,0.003634220820162285,0
3700,0,0.09101732873561415,0
2174,1,0.5709054320681721,1
609,1,0.5928110257767709,1
1594,1,0.2983590447162386,0
4603,1,0.6856507451133165,1
2755,1,0.6666090393711464,1
1234,0,0.05947561743811743,0
1034,0,0.12840488752443208,0
3593,1,0.3355897679353144,0
4771,1,0.4345700146076182,0
4024,1,0.878979290132753,1
4723,1,0.17822313395742723,0
1359,0,0.44294400884851115,0
596,0,0.08358449173185636,0
3757,0,0.6679335114557368,1
2907,0,0.6343768867154478,1
3046,0,0.23655672087345536,0
4424,1,0.4325835907841597,0
992,1,0.7586038401286065,1
2378,0,0.33032231120803296,0
2499,0,0.4547252192832578,0
